course_id,stats_i_answers,stats_net_time,stats_posts,stats_questions,stats_response_time,stats_s_answers,top_user_0_answers,top_user_0_asks,top_user_0_days,top_user_0_posts,top_user_0_user_id,top_user_0_views,top_user_1_answers,top_user_1_asks,top_user_1_days,top_user_1_posts,top_user_1_user_id,top_user_1_views,top_user_2_answers,top_user_2_asks,top_user_2_days,top_user_2_posts,top_user_2_user_id,top_user_2_views
j79r0pipwggds,3.0,0,14,9,,0,,,,,,,,,,,,,,,,,,
izswp5w32ew3ur,,0,12,12,,0,,,,,,,,,,,,,,,,,,
jd2de6jycq724n,,0,8,8,,0,,,,,,,,,,,,,,,,,,
j79r0wjeuth3y6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7a6jkg1ibs1is,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcrf5ntsxir6zo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7ala0a3r8i1sc,,0,12,8,,0,,,,,,,,,,,,,,,,,,
j7as1itukui31b,34.0,0,135,59,2725.0,4,3.0,10.0,185.0,18.0,ie1u3rf3rsw2bw,50.0,0.0,10.0,193.0,16.0,hzx3302n5hx2tf,39.0,1.0,2.0,91.0,4.0,j7gtb6loltm4h3,40.0
j7auzf4qdwotz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7axqq44wfle0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7b19fohq212j2,211.0,0,693,213,4709.0,30,8.0,12.0,126.0,36.0,j7hzddhzyUC,155.0,0.0,13.0,87.0,30.0,j7hzdny0Ejs,130.0,0.0,21.0,145.0,30.0,j7hyldnwR0p,152.0
j7b3vpyaq2429,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j7b517do7t16zc,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7b79oayrf16p0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7bao56i2c2v,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7bwu2jdvo26o1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7bzuwf3q7k6w2,,0,8,6,,1,,,,,,,,,,,,,,,,,,
j7cap38gvqq4yg,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7di306lxb46ju,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7du53j9fbq59n,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7e2h03s63t2n5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7emde7ag3hp4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7fh9di1tlw2pj,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7fk4v9dfee78s,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7fwqft8frj6gj,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7g0y3igym21cz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7g7pgsa64b5tz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7ge3jpjsy65lc,1.0,0,9,6,,0,,,,,,,,,,,,,,,,,,
j7gh8ivkhcd1v7,25.0,0,94,34,2649.0,6,1.0,8.0,94.0,13.0,iayoss5yyh1hp,27.0,0.0,3.0,83.0,11.0,hz9yh73vgo26qo,25.0,4.0,4.0,95.0,8.0,j75bpzp5usT,28.0
j7gis26h4905gl,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7grk5evby6b7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7gwvl9urlm2gm,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jch0shyf6z16jl,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7h48askq816c7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7hm0wix4cg1f3,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7hqmxwlzjl3kz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7hsqj5jsf76sr,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7hy110vzvy3wi,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7ilzca7oal3nx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcinz1uxf5t2qa,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7ivalc25hs5ly,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7j877q39vefl,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7jd8x0tx125x7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jct5yw0yhc326o,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7klntt6e5n1q2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7l2y8svq7d5fs,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7mcnt4virt54k,25.0,0,108,40,20023.0,7,2.0,6.0,197.0,15.0,j2x3by6rd8ygj,34.0,2.0,8.0,89.0,13.0,hl7w8mqmtxe1hm,32.0,1.0,7.0,51.0,10.0,ioa6ux3sh0k1ei,13.0
j7oebcpmjaq74j,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jdg36c2qct8y1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jegqyiai2002sw,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7pwqwfe4pk5c5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7qyzigj4xl1b3,34.0,0,167,67,2681.0,6,1.0,5.0,41.0,10.0,hq8ma3dwe1n18s,52.0,0.0,4.0,188.0,9.0,ia6619w8bkz6n2,56.0,0.0,3.0,83.0,8.0,hkujcjixxqv1pe,37.0
j7rtosivt7d75,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7rw4t5tg992wc,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7rzohn4m9c1c,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcisoc317585jj,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j7t67xx060n4to,,0,6,6,,0,,,,,,,,,,,,,,,,,,
jcqoaomf19z4li,,0,7,5,,0,,,,,,,,,,,,,,,,,,
j7uurmnwh8a15o,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7va1w2sr4wlt,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7xcfeowk8p6sx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jchrazxpadf61i,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7y4x0ddbo9ak,,0,8,7,,1,,,,,,,,,,,,,,,,,,
j7y5o7qpklk1ki,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7z9773ljju6q9,57.0,0,325,106,12952.0,30,4.0,14.0,143.0,34.0,hqfq9w0p9lg1hz,87.0,0.0,9.0,113.0,16.0,j6weglxmg2b2cw,87.0,3.0,5.0,52.0,14.0,ir81t6hvkzv2se,89.0
j7zfluvt5p472u,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j7zmzuf62ug3cn,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j80j6gi2ufj6h9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j81rjus7k2t4v9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j82kq06fjei369,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j84s228xysb2m7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j84sisws88830,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j858idy2uru3m1,7.0,0,29,16,,3,,,,,,,,,,,,,,,,,,
j869480ri2j6ku,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j87y6cczt2uh,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8979mfjj8e489,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j89jk56cget5ad,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8a5vf2vvjob2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8b6dk2t2v75zu,,0,7,7,,0,,,,,,,,,,,,,,,,,,
j8cglyn3pj44js,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8d6kti8x0p4ns,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8di5fyfxv519u,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8gyt7yr5h65iq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8jhz2lpcb3f5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8jzvdofeot10y,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8kvtsvkpvp6d9,24.0,0,99,44,8801.0,4,2.0,6.0,46.0,12.0,j32f3kcehp33xa,34.0,1.0,3.0,19.0,7.0,j32f3kk2a1v3xi,32.0,0.0,2.0,14.0,5.0,j32f3lnl61f3yd,31.0
j8m55ivw2xz16t,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8n1xbhwmsuq,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j8pvl7up6xf11w,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8q4nr64jul4jf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jduhrthao446h8,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8s5qbh76u2kd,36.0,0,242,112,25902.0,1,0.0,7.0,47.0,19.0,iri0nb11lr26hq,49.0,0.0,10.0,41.0,19.0,itafcln57qg5m5,42.0,0.0,4.0,58.0,10.0,ix9ir92qxhi7gu,37.0
j8thlesjpg413,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8unqbhmwa3t,60.0,0,250,93,8743.0,19,0.0,8.0,160.0,28.0,idgkk8pxh3v3io,65.0,1.0,11.0,159.0,20.0,j45ssopmJvK,61.0,1.0,7.0,121.0,14.0,ijaqwdd2f6i16i,64.0
j8vyeqfpu7fsl,52.0,0,208,97,7105.0,1,0.0,6.0,94.0,11.0,isfjmvbeype44y,77.0,0.0,9.0,101.0,11.0,j6zv4z219L8,54.0,0.0,6.0,29.0,10.0,j76d308jFuZ,63.0
j8vyhfqmslw3td,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8x21d9z1uzui,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8xbmma7u6r5gp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8xcs6i3cim3xp,35.0,0,103,54,1976.0,1,0.0,5.0,10.0,5.0,j8xcztddyev3sf,13.0,0.0,1.0,15.0,5.0,j8xczt66lr73s6,6.0,0.0,4.0,28.0,4.0,j8xczuoi5523t6,10.0
j8xoq008kqq6xl,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8yk9a7g8xe6f1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8ymcf1jtkg5tz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8z68mifwg7649,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8z9pbfmkkf4z1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j8znzsmpuue5hq,,0,143,10,,9,,,,,,,,,,,,,,,,,,
j8zwsbsllal1ye,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9053utrvnn206,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j905541scge6f5,4.0,0,35,16,1297.0,3,,,,,,,,,,,,,,,,,,
j90hcg92mvv4ei,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j90ktc1se944pf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j90nbu8iefz794,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j91hi764yioa,,0,11,9,,2,,,,,,,,,,,,,,,,,,
j91ozjb7w541zv,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j91p0swtrjhhr,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j91qo6vl8qb2bl,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j91vtc6wpts2p4,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j924ixpaxya437,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j92es7pqkejsb,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9350k3uh6p2zt,,0,28,24,,0,,,,,,,,,,,,,,,,,,
j93hq7uzpa08x,,0,7,7,,0,,,,,,,,,,,,,,,,,,
j93obhjceb25tx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j93r0eec87y5hx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j93ys0kwqoa69e,1.0,0,9,7,,0,,,,,,,,,,,,,,,,,,
j94d5sfmp1d53b,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j94edo2zf3z2ca,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j94hzdsafnw3vg,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j94l0pu0zcc5kc,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j94odhp4qwk50m,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j94pz9nxv9yrb,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j94qikoq3gy2hx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j94qkruh58yo,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j94sgalo2uf65c,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j94x4viy9fe3sc,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9541u93y3x7o5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j95qfmhfoqn63o,8.0,0,35,21,46518.0,2,,,,,,,,,,,,,,,,,,
j95rzn25eoe34m,14.0,0,52,20,3036.0,1,,,,,,,,,,,,,,,,,,
j95y640dfwmea,,0,8,8,,0,,,,,,,,,,,,,,,,,,
j95z34uzkju694,222.0,0,676,222,3540.0,30,3.0,24.0,123.0,56.0,hw8wu5clkbs5hv,172.0,0.0,10.0,109.0,18.0,hw8wu3xmpx5eq,103.0,0.0,8.0,156.0,16.0,iayotd7982h10w,161.0
jaujbs3hext4s4,229.0,0,918,288,709.0,49,3.0,35.0,88.0,47.0,ipbrvl1mkre4ah,109.0,2.0,14.0,102.0,37.0,hw8wu34jqg5cg,211.0,1.0,15.0,110.0,29.0,ipbrvmlkcg44c3,183.0
j962ub4jrus5en,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j962wukkn9r6s5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j963kacn8mq75t,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j963yh93ss819q,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j967dzdgs1m5u3,,0,38,13,3903.0,7,,,,,,,,,,,,,,,,,,
j96em28mss8532,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j96i80bmndg72e,48.0,0,292,116,3314.0,20,3.0,19.0,33.0,46.0,j97mc2114KB,90.0,1.0,9.0,68.0,29.0,j9h0cby0Sv3,85.0,3.0,2.0,26.0,19.0,iuianknzyel2jn,105.0
j96l5dh4t0c4vs,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j97atw39l7r3yx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j97je1m4h771bm,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j97opnb8a821j7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j97oy69fwyn6ka,,0,10,10,,0,,,,,,,,,,,,,,,,,,
j98250175fp22h,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j98kffsitob63m,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j98nwphlck61y2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j98smyaa5zk59v,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j98untxmgus7ad,2.0,0,18,13,,1,,,,,,,,,,,,,,,,,,
j98vpa8tu1o5yu,2.0,0,21,11,,0,,,,,,,,,,,,,,,,,,
j994ee6ervm5hu,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j99ysovii8w4yy,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9ador5b8k344l,28.0,0,78,37,760.0,0,0.0,4.0,42.0,7.0,iv08m379zdy4ho,26.0,0.0,4.0,7.0,6.0,iv08m3k0wn4id,5.0,0.0,5.0,14.0,5.0,j9vn4w2uQFLy,19.0
j9byrwe8ug086,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9de399tf7i1gj,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9e7vc3cqt75o5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9e9e1szoz12f6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9edw6of72c6nt,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j9eeji4tp4721w,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9g873ruyzutz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9h83dudh7c5sq,128.0,0,396,134,9793.0,18,1.0,15.0,81.0,31.0,hbxeva9z6bm7lp,90.0,2.0,20.0,164.0,30.0,isbx4iw3yczqk,95.0,3.0,4.0,93.0,17.0,hqfq9v5pgt61he,84.0
j9hcj77g99z1dd,6.0,0,28,14,10013.0,2,,,,,,,,,,,,,,,,,,
j9ibx30grwp6zo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9ihw49tjdq2a9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9ik8396td5dg,,0,12,9,,0,,,,,,,,,,,,,,,,,,
j9irxcfjfn8iq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9itxq4v9hm4zy,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9j0thul2w66mk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9j78g8eze879n,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9k2ma1lapo10v,42.0,0,238,116,,1,0.0,9.0,64.0,18.0,j7hzeaw6mVK,50.0,0.0,5.0,77.0,14.0,j7hze1akkCr,43.0,1.0,3.0,115.0,12.0,j7huj3c3g2a,49.0
j9k8mb20ep45a3,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9kehhgi7ue3su,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9m5ldf0n4o13h,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9mxkr04qw312o,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j9okda48wse64r,8.0,0,27,14,15221.0,2,,,,,,,,,,,,,,,,,,
j9pvorr5etm97,4.0,0,39,6,,0,,,,,,,,,,,,,,,,,,
j9r2rvu8eh639i,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j9s3pdsaoik5v3,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9xdaodf6p1443,2327.0,0,14103,3271,2538.0,540,12.0,129.0,131.0,274.0,isgbqrx03nl5jg,1186.0,15.0,101.0,106.0,229.0,j6wldbvkzw315p,793.0,22.0,71.0,120.0,192.0,j6wjfhw5bv61th,1122.0
j9xjdejz3lc6yg,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j9yged1pnmj38q,165.0,0,649,171,2535.0,45,3.0,17.0,146.0,35.0,ioa6ur34m9p18q,127.0,2.0,9.0,133.0,32.0,ioa6uvzk6hp1da,141.0,2.0,8.0,116.0,26.0,j1dqhwwxu0i3br,134.0
ja1axka8hds5ii,,0,5,5,,0,,,,,,,,,,,,,,,,,,
ja1rg0z7eim57z,,0,5,5,,0,,,,,,,,,,,,,,,,,,
ja2jztfg1g66xi,,0,5,5,,0,,,,,,,,,,,,,,,,,,
ja2zbdvbsq21yu,,0,5,5,,0,,,,,,,,,,,,,,,,,,
ja5tgum72h3fu,,0,5,5,,0,,,,,,,,,,,,,,,,,,
ja7fi8fahky315,2596.0,0,8994,2826,660.0,841,254.0,29.0,110.0,375.0,jbep2ecmcxs5wm,1645.0,80.0,0.0,94.0,131.0,hkujcitpcg11ol,614.0,44.0,31.0,97.0,125.0,iprn3wr0n2d7f1,498.0
ja8bbx6wrpw2pz,,0,6,6,,0,,,,,,,,,,,,,,,,,,
jafdo6q85om5sb,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jahrr2f9c6s7e5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jaiysbhaasb20w,14.0,0,942,19,2560.0,1,1.0,3.0,81.0,47.0,j6wzzodd14x1fv,53.0,0.0,0.0,33.0,42.0,j6xtl13uVvr,44.0,0.0,0.0,20.0,41.0,jchuhfdaGi8y,50.0
jamwhwp2voe6u7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jasgjgxdv225m6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jatqnr6kiyqts,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jatt842957g61p,3.0,0,96,38,,2,2.0,1.0,36.0,9.0,jcewx5zqMCXN,31.0,0.0,0.0,64.0,4.0,ipbrvmdo97l4br,13.0,0.0,1.0,51.0,4.0,ipbrvufa3uq4kw,31.0
j0ipa2sht4a3lf,4.0,0,47,20,16267.0,1,,,,,,,,,,,,,,,,,,
jav5elzkg7c1wf,1288.0,0,4147,1176,551.0,131,6.0,71.0,75.0,157.0,iprn5h69y2d198,354.0,5.0,76.0,81.0,136.0,iprn5iosg5x1aq,426.0,6.0,52.0,74.0,100.0,iprn5detnqk15n,578.0
javsztj2hcs1po,115.0,0,763,173,1807.0,26,0.0,8.0,64.0,36.0,j6yelvqaWaL,107.0,3.0,9.0,115.0,34.0,j6jsxejsrea6hq,113.0,1.0,15.0,119.0,26.0,j6jsxe6leg16h8,113.0
jaxd3thw6fp6i9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jb0o3pc5rot5l1,12.0,0,84,30,3493.0,14,,,,,,,,,,,,,,,,,,
jb1fmembru018u,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jb4x4ifjcbk1vb,249.0,0,874,235,3461.0,27,9.0,63.0,96.0,155.0,hw8wu34jqg5cg,217.0,4.0,11.0,86.0,33.0,iayosusiw53k0,170.0,1.0,15.0,92.0,27.0,hw8wu576cne5hd,78.0
jb5dznsjdhd4yf,37.0,0,324,200,1025.0,1,0.0,13.0,18.0,18.0,j2kaikc9tbx7hs,97.0,0.0,8.0,45.0,16.0,iu74gmojtbz4q8,122.0,1.0,1.0,32.0,11.0,j2kaikzlb0w7ia,86.0
jb7y4wltlj61sr,38.0,0,174,69,5156.0,5,0.0,5.0,86.0,9.0,j8xczyzjv2w3xj,29.0,1.0,4.0,50.0,8.0,j8xczvts4rs3tt,29.0,2.0,1.0,81.0,5.0,j7i9o0brcqs7jj,41.0
jb8qxf306bk2qr,,0,10,7,,0,,,,,,,,,,,,,,,,,,
jba78lxpqee2o6,230.0,0,810,257,9470.0,29,2.0,18.0,93.0,51.0,j8xd9pw8nia32s,246.0,4.0,6.0,79.0,26.0,j7i9o0brcqs7jj,186.0,2.0,14.0,106.0,23.0,j95n2oqa9wb4ou,224.0
jbb91qbyetj4fb,102.0,0,845,234,26885.0,99,16.0,12.0,106.0,42.0,iprn54803vtwu,205.0,1.0,8.0,45.0,41.0,iprn5n6os4l1fk,196.0,19.0,10.0,61.0,40.0,iprn449eq5k7md,226.0
jbbnaknkycr39,3560.0,0,12733,2943,488.0,191,4.0,147.0,111.0,432.0,iprn4sk6252l9,355.0,0.0,118.0,107.0,342.0,ipbrvt8ydt84jl,383.0,0.0,117.0,97.0,145.0,iprn4fcerde7x,227.0
jbcd1y99k1g9t,170.0,0,607,187,3852.0,35,20.0,8.0,118.0,43.0,j6h0asfae5646u,136.0,0.0,20.0,112.0,43.0,j6h0ajp73dw41d,135.0,0.0,20.0,101.0,35.0,j6tthy0nUDG,122.0
jbclip7dli25c8,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jbdaawwi945fv,12.0,0,41,23,2351.0,0,,,,,,,,,,,,,,,,,,
jbdxj4j5ezl51j,366.0,0,1179,375,273.0,24,0.0,65.0,112.0,116.0,j6p5nx946mf5l9,194.0,3.0,21.0,62.0,53.0,hy5yqam0kci100,115.0,3.0,21.0,68.0,35.0,iprn49zkk9k28,177.0
jbeo71jeduz3rx,43.0,0,148,53,2972.0,4,4.0,15.0,121.0,30.0,iprn4rmtxofk9,37.0,0.0,14.0,91.0,20.0,ie1u3f3cbrk23q,36.0,0.0,9.0,80.0,11.0,hkud5by0x1c62r,40.0
jbeofnoss4947n,40.0,0,354,77,211.0,16,1.0,0.0,77.0,24.0,i2j2q1sdo1b57f,44.0,2.0,11.0,117.0,24.0,ib3rggthsgo59a,73.0,1.0,4.0,118.0,24.0,iprn5h7r3ag19a,75.0
jbeqp1099p75hl,359.0,0,1390,405,393.0,94,39.0,18.0,103.0,95.0,jbsaeyq3nfd18s,273.0,11.0,19.0,108.0,53.0,jc6k6wuutge1ox,224.0,0.0,12.0,108.0,42.0,jc6k6xiswwr1pa,271.0
jbfezjo9yao2jj,235.0,0,1060,356,7020.0,83,12.0,50.0,92.0,89.0,ipbrvnaw60o4ct,248.0,5.0,23.0,100.0,89.0,iayosqs1pjggl,163.0,22.0,26.0,110.0,60.0,ipbrvu4b4kj4kb,234.0
jbfiq6fpcw1734,7.0,0,195,132,,1,1.0,7.0,104.0,33.0,isbx57rqebydr,47.0,0.0,5.0,45.0,27.0,hc7twma6oa4606,67.0,0.0,1.0,40.0,27.0,ij6f3czlxij38,65.0
jbh1pvn6na67gb,88.0,0,509,136,1608.0,13,2.0,10.0,47.0,27.0,isfrs9b0l9z1v0,58.0,0.0,5.0,89.0,20.0,j5s4v04fp3tjb,121.0,0.0,2.0,63.0,14.0,jbsaev1r95a15z,85.0
jbh26yk21lt11g,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jbnqmxxk2no4t3,156.0,0,552,152,3111.0,12,0.0,10.0,89.0,31.0,j6tlja1ukhr6l,109.0,2.0,14.0,107.0,29.0,iy0vm4j4blwvu,112.0,2.0,9.0,70.0,24.0,j6wdsvb51vv5kv,109.0
jbnt6tvbfnu3my,19.0,0,40,16,955.0,0,,,,,,,,,,,,,,,,,,
jbnyzdfe1gy5p1,22.0,0,91,46,5686.0,1,,,,,,,,,,,,,,,,,,
jbnz16wk76y6cc,79.0,0,239,107,2584.0,0,0.0,32.0,75.0,43.0,j6n5jml4cRH,87.0,0.0,16.0,20.0,23.0,jchtbn7ian15pa,73.0,0.0,3.0,14.0,7.0,j6l7ws9jJTm,25.0
jbpkf29paap7kh,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jbpuxq55c9360a,,0,6,6,,0,,,,,,,,,,,,,,,,,,
jbqzvwvpqdfn2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jbs4907vxy166,86.0,0,404,147,3634.0,22,5.0,9.0,101.0,29.0,ioa6unmaayx15i,112.0,7.0,3.0,91.0,25.0,j6jsxcawhlz6fu,110.0,0.0,5.0,80.0,14.0,j6jsxbn3fm26fd,111.0
jbsfohiuik14dw,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jbthlii8k6w7hw,86.0,0,390,179,3449.0,21,0.0,16.0,18.0,16.0,j4kh2z3xghz7dv,80.0,2.0,10.0,74.0,13.0,j6sb0d8afznxg,121.0,1.0,11.0,56.0,13.0,j4kh38bb1nk7jd,124.0
jbttktqidh885,,0,14,12,,0,,,,,,,,,,,,,,,,,,
jbv78ny2lsz1ok,273.0,0,1452,474,1272.0,272,5.0,80.0,62.0,135.0,iprn5pp2g8w1i1,339.0,91.0,2.0,88.0,118.0,iprn45mhrfr7nq,386.0,74.0,7.0,104.0,108.0,ic1c7vca3zq5me,303.0
jbwi2tgm78918z,528.0,0,1488,500,779.0,76,21.0,17.0,106.0,46.0,ipbrvpzjwyi4fq,291.0,4.0,29.0,108.0,42.0,ipbrvu4b4kj4kb,267.0,3.0,14.0,100.0,39.0,iayosqs1pjggl,121.0
jbwradr4suz6j5,182.0,0,670,196,2751.0,34,5.0,21.0,68.0,45.0,hqfq9w0p9lg1hz,146.0,2.0,11.0,95.0,33.0,isgbqrp4l0i5j6,149.0,1.0,15.0,95.0,24.0,j6p5qxyyri271b,140.0
jbxqth0nqc09t,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jbxr6pnwyz33m5,3.0,0,12,8,,0,,,,,,,,,,,,,,,,,,
