course_id,stats_i_answers,stats_net_time,stats_posts,stats_questions,stats_response_time,stats_s_answers,top_user_0_answers,top_user_0_asks,top_user_0_days,top_user_0_posts,top_user_0_user_id,top_user_0_views,top_user_1_answers,top_user_1_asks,top_user_1_days,top_user_1_posts,top_user_1_user_id,top_user_1_views,top_user_2_answers,top_user_2_asks,top_user_2_days,top_user_2_posts,top_user_2_user_id,top_user_2_views
j6esd4ouj06ie,13.0,0,90,47,1653.0,0,0.0,10.0,102.0,12.0,j6n5jml4cRH,37.0,0.0,7.0,156.0,7.0,j6j27zru1yo1t3,35.0,0.0,5.0,14.0,5.0,j6l4oyzfcY3,18.0
j6f2zkbnnzu1t,134.0,0,429,126,733.0,2,0.0,14.0,68.0,20.0,hy5yq96k1miwd,45.0,0.0,7.0,125.0,8.0,isexhvyuzur3ps,50.0,0.0,6.0,175.0,8.0,isg3jqdmntt3tk,78.0
j6f909c0bn6592,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6fb3p8b5xv3yg,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6fi0qxzppn7kg,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6g28teheaj45c,1.0,0,7,6,,0,,,,,,,,,,,,,,,,,,
j6gp6xhm1pl4g8,36.0,0,164,62,10333.0,5,2.0,8.0,74.0,24.0,hy5yqe5ndrh18q,44.0,2.0,7.0,126.0,16.0,hy5yqd2r8am163,47.0,0.0,6.0,147.0,10.0,ishs2u2whug1pg,48.0
j6h2r52ouw65uq,,0,7,6,,0,,,,,,,,,,,,,,,,,,
j6hsxn55rv94cd,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6hu0u8az1b1ms,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6ien41q50r12p,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6j9tj4pf1p78w,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6kel3h77ov663,,0,7,7,,0,,,,,,,,,,,,,,,,,,
j6kmf2bh37u3z1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6kn3xqjqym2k7,33.0,0,168,39,1957.0,11,0.0,6.0,44.0,8.0,irxn3mv33uo5rr,25.0,0.0,4.0,67.0,7.0,j6j2803vman1te,22.0,2.0,0.0,81.0,7.0,is4o8aw4wnz1ja,23.0
jc8kd21x6mi73d,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6krbekikl427e,28.0,0,114,48,3813.0,11,3.0,5.0,135.0,11.0,irxn3mmzi6x5rh,18.0,0.0,6.0,191.0,8.0,is7nnxqptw9wd,37.0,0.0,5.0,117.0,6.0,is1db0pm3sp62w,22.0
j6kwn3xjp7t3n9,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6kwp1jsyj630v,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6l7mr5czmp12a,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jc4iu2d5kyb26c,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6la7l5vkqp2sm,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6m3npbukvkwl,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6m7go78po66kf,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6m7wtjtr1x3bo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jc7v1u04lco3r9,12.0,0,28,15,4740.0,0,,,,,,,,,,,,,,,,,,
j6m7xj9c9563j5,5.0,0,31,15,,2,,,,,,,,,,,,,,,,,,
j6m8p7p7bzb86,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6mff1sgemo40g,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6mgdsb457b7dl,4.0,0,30,15,,2,,,,,,,,,,,,,,,,,,
j6mh0rcnhhd1e0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6mh92knl3b1tx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6mj6w0m4lz4xo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6mmhk49j3j6tj,97.0,0,240,108,1349.0,18,2.0,20.0,202.0,24.0,j45ssopmJvK,72.0,0.0,10.0,50.0,12.0,j3du4uuh8uw3cz,76.0,0.0,8.0,152.0,9.0,j4kh3ak2s2c7ks,81.0
j6n8413k3ey171,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6napms7c0d56k,,0,10,10,,0,,,,,,,,,,,,,,,,,,
j6nclkk7tst73d,,0,10,10,,0,,,,,,,,,,,,,,,,,,
j6nnzcemi52zk,351.0,0,996,333,5214.0,47,4.0,28.0,80.0,43.0,iprn4q8hv71ir,170.0,1.0,34.0,98.0,40.0,iprn59vvxet11w,272.0,0.0,29.0,60.0,37.0,hkxe0rm38bb39i,254.0
j6noeazgn692qx,17.0,0,42,16,6892.0,1,,,,,,,,,,,,,,,,,,
jboefzm83pi4zt,,0,7,6,,1,,,,,,,,,,,,,,,,,,
j6npknd8fqa1tf,500.0,0,1600,474,2640.0,112,3.0,74.0,205.0,108.0,j6wegm08yz82d0,178.0,11.0,23.0,155.0,60.0,i8m56731x3t2ta,280.0,13.0,18.0,101.0,46.0,isg721q1bsw180,306.0
j6npwghminf23f,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6nrn74vupz4k2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6nrwpbzl5t7eg,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6ns9rvbcuc6f0,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6nsb21e8c46m8,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6nstze7t7d74y,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6oajc4kmbq3s2,4.0,0,132,55,,1,0.0,2.0,31.0,17.0,j6wey8y1xv17aw,53.0,0.0,1.0,117.0,11.0,ishwpkt0fpa2gr,48.0,1.0,0.0,22.0,9.0,j6wey91dar7b2,39.0
j6p1t5hs8by6ju,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6p3yowr9tv4mq,124.0,0,469,173,3239.0,12,0.0,11.0,77.0,27.0,j6wagrmi1v987,160.0,8.0,6.0,71.0,22.0,j6wagrtoala8f,158.0,1.0,5.0,61.0,18.0,j6wagqzsg497d,156.0
j6pb6hqlb7s70,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6pca1mw8tg2wp,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6pch0gv1rk73y,66.0,0,153,60,3781.0,3,0.0,7.0,61.0,7.0,iprn5t4t2501l2,29.0,0.0,3.0,94.0,5.0,iprn4ap7x2332,32.0,0.0,2.0,170.0,5.0,iayot74am9vv7,24.0
j6pdbs9wvib5xt,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6pe67e5oh965p,353.0,0,1227,369,2303.0,25,3.0,33.0,105.0,63.0,hqwu6pr72gw78m,96.0,0.0,23.0,108.0,42.0,iprn44intok7mr,151.0,1.0,21.0,198.0,37.0,iprn4t1obz9lm,189.0
j6pfei1lnka70,337.0,0,1066,400,3574.0,69,4.0,42.0,98.0,53.0,j6w9zcjt93J,132.0,7.0,22.0,127.0,38.0,j6vd0yjhgyy,82.0,0.0,11.0,54.0,22.0,j6wo79mfyx51pb,146.0
j6pi7mb7rb819l,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6pippqdtpj5p2,1205.0,0,6193,1574,2295.0,662,69.0,29.0,113.0,167.0,isgbqt3lehv5k8,1076.0,5.0,42.0,103.0,130.0,iri0vzr789j6k8,687.0,22.0,29.0,218.0,103.0,isdctu6ls7746y,935.0
j6pxbf0ssbi4mx,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6pxgkqjpte6l7,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6q2cw7inw051d,,0,14,7,,1,,,,,,,,,,,,,,,,,,
j6qaypgrgj42q6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6qhqubm80y4t4,,0,9,5,,0,,,,,,,,,,,,,,,,,,
j6qjeofivqs2c3,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6qnpbww91r7hl,2203.0,0,9185,1957,661.0,339,182.0,0.0,220.0,352.0,iqb4hbewkx459c,1622.0,19.0,108.0,196.0,261.0,j6h0au03x8k484,846.0,7.0,41.0,101.0,253.0,ie256cw9lq17b8,887.0
jccgr24hou2186,2828.0,0,10755,2639,895.0,420,7.0,63.0,107.0,213.0,j1dqhu002xd38x,728.0,5.0,59.0,62.0,204.0,jcgf5nia43a6yw,767.0,2.0,59.0,97.0,139.0,j33rhk8zpyyi8,738.0
j6qqaoo5f8k7dg,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jch0euxrek56mo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6qurdf15kx6gq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6qvf7livzb4gw,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6qys83uwgs1p5,502.0,0,1817,561,3164.0,120,4.0,17.0,106.0,47.0,j7gn4gctm2y3mx,152.0,1.0,17.0,134.0,40.0,isg1uqhwu6rko,404.0,1.0,17.0,108.0,35.0,j3btrotbl0g6n6,284.0
j6r2z7x840x5wq,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6ra9blcybw5x9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6rab26mgm06ve,27.0,0,149,86,4859.0,8,0.0,7.0,14.0,13.0,ita7xgcy29uab,45.0,2.0,1.0,36.0,9.0,iri13tckpw15qx,57.0,0.0,4.0,81.0,9.0,j6wmx8ngY32,78.0
j6rlt8w4q282eu,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6rvfzgfq7r6cz,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6rx96ejeu334h,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jcgx9ckpqi15uw,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6rzcojwpkm20,,0,10,8,,0,,,,,,,,,,,,,,,,,,
j6rzk0217mt15m,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6s2b3b5zke1el,58.0,0,270,141,30607.0,12,0.0,14.0,101.0,16.0,idz67jv9aor3ds,91.0,0.0,6.0,77.0,12.0,i4wwjl24ntn6z0,89.0,0.0,2.0,115.0,10.0,idz68vh52bj5k9,72.0
j6s2kb6cf7mfy,182.0,0,568,208,7521.0,34,5.0,17.0,42.0,32.0,i4vl2438u0z69u,76.0,0.0,24.0,57.0,30.0,iprn5tlxf8x1ln,88.0,2.0,22.0,101.0,30.0,idz67jv9aor3ds,178.0
j6s6li05njk5ro,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6s9btiry07u9,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6sa2iq28h65dn,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6sgoch3c3j1xl,33.0,0,123,52,10093.0,14,0.0,9.0,118.0,16.0,iodbvmlepgd43n,44.0,7.0,6.0,43.0,14.0,j3du4a6a2q12o8,37.0,0.0,9.0,164.0,13.0,iprn3tz11i47ck,21.0
j6spx1jjbgfg1,19.0,0,66,30,701.0,3,,,,,,,,,,,,,,,,,,
j6tfnv879ev6pa,,0,7,6,,1,,,,,,,,,,,,,,,,,,
j6thannltntel,34.0,0,323,104,1471.0,8,5.0,6.0,47.0,16.0,iayot4iyizvsn,89.0,0.0,9.0,46.0,13.0,iayotaslct5yp,61.0,1.0,4.0,122.0,11.0,iayhc74cnr45z0,91.0
j6thhlsou1729p,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6ti0dqp2h275m,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6tiintpe0x6wq,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6tj2klfupo5f5,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6tlz799pwr9j,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6tm149584117e,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6tp6fmbu3f6r2,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6trozbq97h47f,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6ts0desqan1xd,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6tw8htbir82hh,34.0,0,108,37,14590.0,13,3.0,7.0,190.0,20.0,j6v9jz3etIT,33.0,0.0,11.0,12.0,12.0,iayot0hp5dap5,22.0,1.0,5.0,68.0,7.0,j6xu1nmlrlb3sj,33.0
j6tythfcifd6yn,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6u0cdoqmwd7o6,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6u33x0uq6m9i,109.0,0,467,158,2419.0,49,35.0,10.0,63.0,64.0,iayotie1ibr19k,102.0,3.0,17.0,154.0,27.0,idz68ehil3r5bh,107.0,0.0,6.0,44.0,16.0,hkudtebptbd1n9,104.0
j6uhnqjaaii531,,0,5,5,,0,,,,,,,,,,,,,,,,,,
jfcjuu801ud461,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6ukf0e2v1p326,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6uptj3kt4c3kb,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6uq5zmsdp81x,2.0,0,12,9,,0,,,,,,,,,,,,,,,,,,
j6urod6mz1f2r1,63.0,0,320,121,1111.0,14,0.0,14.0,171.0,24.0,j6v2h6csxur7nk,105.0,3.0,9.0,18.0,17.0,izuot1bzia05p9,71.0,1.0,11.0,115.0,16.0,j6v2h794rua7o1,105.0
j6uw93pk26c30u,1.0,0,30,15,,5,,,,,,,,,,,,,,,,,,
j6uxgqe8w1s4aq,,0,7,5,,0,,,,,,,,,,,,,,,,,,
j6uy4jceuhj4z1,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6uzv717u4q4gb,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6v013zxa36uh,7.0,0,66,44,,1,0.0,0.0,79.0,4.0,iy4k55tth802x2,37.0,0.0,1.0,122.0,3.0,j6vhqj1z7835a,38.0,1.0,1.0,17.0,2.0,j6vhqjiaein5h,21.0
j6v0sybg13r22y,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6v56b6llyq1zt,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6v67k23bpo5rq,24.0,0,130,68,1292.0,4,0.0,6.0,141.0,11.0,iy238kakgns53w,60.0,3.0,1.0,188.0,8.0,j65b5kjy7CR,54.0,1.0,3.0,36.0,7.0,iy0vlzhwwh9se,29.0
j6v6imlrt1e3oe,,0,13,12,,1,,,,,,,,,,,,,,,,,,
jbzimwma9ds63m,2.0,0,12,9,,1,,,,,,,,,,,,,,,,,,
j6v6rs909f07fo,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6v7i0n47la18d,44.0,0,195,76,4295.0,26,8.0,12.0,159.0,29.0,j6p5nvno7su5jn,60.0,8.0,6.0,190.0,22.0,j6wjfi429sb1to,64.0,0.0,9.0,84.0,11.0,j6wjffwkbec1ri,17.0
j6v8j9xdxhw54y,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6v9mtkpfk36id,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6v9rn0rleu75x,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6vgopmuok16xk,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6vgsa3ocs43nn,241.0,0,1041,307,3564.0,49,2.0,17.0,110.0,48.0,ioa6uq1u3xp17z,197.0,2.0,21.0,212.0,45.0,j6xpw3pyxjd2k5,208.0,1.0,26.0,185.0,39.0,hw8wu1a8tom581,182.0
j6vgt345k7g4f0,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6vgvq1w9y56xg,29.0,0,88,43,3264.0,0,0.0,4.0,12.0,7.0,iayotdc695n110,11.0,0.0,3.0,52.0,3.0,iprn5fribzo17t,9.0,0.0,2.0,28.0,2.0,hz9xqbobv0m58j,22.0
j6vh3pf4uev3wl,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6vhdrxkzwf4i2,247.0,0,810,249,1384.0,12,4.0,22.0,158.0,44.0,isdj4qlm2h01la,145.0,0.0,15.0,155.0,33.0,isdjmw021522x0,113.0,1.0,15.0,198.0,28.0,j6p5e80r3nm4vc,151.0
j6vit5tev097iy,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6vpah6daxjzl,,0,6,6,,0,,,,,,,,,,,,,,,,,,
j6vpe36aa7s6ah,,0,5,5,,0,,,,,,,,,,,,,,,,,,
j6vq1vmxg0goa,50.0,0,163,67,9713.0,11,0.0,10.0,92.0,14.0,j6h0aqn23n145f,53.0,4.0,5.0,142.0,11.0,j6h0axpkb284bc,41.0,1.0,6.0,96.0,10.0,ij942pdezms4c4,50.0
